time,f1,f2,pitch
12.33,885.127601,2344.618655,271.683735
12.34,956.624518,2506.869930,271.191532
12.35,988.795200,2622.794768,270.675950
12.36,882.152062,2684.395374,272.095280
12.38,747.730198,2719.023236,277.247921
12.39,686.021741,2715.065865,281.613166
12.4,666.175558,2568.674986,285.348899
12.41,640.420597,2380.263738,288.984050
12.43,635.266545,2387.252190,292.142333
12.44,655.991102,2439.912746,292.049713
12.45,677.487065,2636.284430,288.722278
12.46,652.105035,2774.138036,284.419268
12.48,649.021793,2665.830578,278.643935
12.49,710.338150,2647.390472,275.869680
12.5,752.548217,2640.153097,275.161353
12.51,726.741900,2627.374309,276.354402
12.53,677.802281,2573.089845,278.616818
12.54,653.060789,2480.658006,281.540086
12.55,658.529363,2507.197616,283.220003
12.56,662.524730,2438.999987,283.966133
12.58,652.098748,2453.086079,285.500161
12.59,655.276137,2589.810214,285.174823
12.6,678.928892,2650.441451,285.226705
12.61,702.198397,2685.873364,284.768935
12.63,686.230397,2677.783162,278.380789
12.64,685.788321,2670.275998,276.648763
12.65,699.116730,2641.671059,276.156813
12.66,708.271698,2664.589549,276.615201
12.68,707.466560,2702.491485,278.532740
12.69,691.609509,2689.713501,278.867078
12.7,670.832830,2653.259938,279.568574
12.71,646.335667,2588.444141,281.606463
12.73,635.684877,2446.370751,285.113383
12.74,648.019822,2295.887478,284.344637
12.75,644.554137,2363.950435,282.992091
12.76,640.684311,2319.061291,282.426661
12.78,670.684756,2096.722470,281.649252
12.79,704.156182,1994.185824,280.995862
12.8,717.049792,1972.409769,280.654232
12.81,694.406410,2021.012114,280.935714
12.83,703.888849,2027.293782,278.982771
12.84,666.958991,2260.858787,279.013303
12.85,649.938464,2150.424726,277.754155
12.86,662.620452,2016.065478,275.827368
12.88,630.343098,1803.553850,264.270610
12.89,568.316002,1761.271899,257.470677
12.9,555.761830,1784.240180,249.606073
12.91,533.138626,1927.537334,242.040778
12.93,525.259139,1932.439619,237.769383
12.94,554.260240,2053.823723,239.132787
12.95,626.942458,2289.025956,245.835807
12.96,689.055377,2361.735227,252.569407
12.98,691.013053,2397.152548,256.899538
12.99,693.538555,2428.736597,256.659370
13,708.743129,2420.961196,255.363690
13.01,679.427308,2363.173679,253.350560
13.03,656.693647,2306.757934,247.591465
13.04,651.925779,2262.966232,245.009298
13.05,652.442678,2298.550054,245.947923
13.06,634.409231,2336.201106,247.613297
13.08,604.490750,2330.383375,248.827664
13.09,494.258483,2232.001277,244.430478
13.1,344.571638,2346.905210,237.341668
13.11,269.912963,2273.877799,235.327695
13.13,370.985802,2236.789035,226.471168
13.14,485.158823,2306.960139,218.012691
13.15,549.147797,2355.976670,214.316846
13.16,557.224862,2356.665477,212.968669
13.18,557.448975,2329.599293,213.949624
13.19,572.762828,2260.356454,215.859433
13.2,581.635242,2313.048263,218.720561
13.21,612.476590,2299.226017,218.854900
13.23,636.943700,2047.752054,216.890271
13.24,648.817234,1789.013057,215.917134
13.25,654.432712,1716.089964,214.564365
13.26,687.143411,1759.304498,214.131471
13.28,688.189028,1831.335388,214.338503
13.29,636.730637,1679.944626,215.204155
13.3,578.149743,1558.261163,216.840867
13.31,570.213575,1471.475833,217.644433
13.33,534.011271,1472.384500,219.748752
13.34,559.170383,1425.040750,220.777984
13.35,614.284623,791.073996,222.024994
13.6,588.553829,659.912937,209.429790
13.66,507.407855,898.041802,222.396366
13.7,519.603682,1125.876052,230.109333
13.71,511.878617,1241.375566,228.931828
13.75,450.645215,1311.786205,224.628790
13.76,440.922387,1470.095348,222.987403
13.78,435.052183,1437.935832,222.046868
13.79,436.946530,1639.921554,222.312949
13.8,434.854140,1898.052360,222.640868
13.81,423.953129,2062.369069,224.657590
13.83,419.989240,2092.298639,222.757142
13.84,422.379055,2331.670664,217.568673
13.85,407.450282,2451.276227,211.115446
13.86,393.230713,2425.491381,205.498143
13.88,374.722650,2741.240016,189.131077
13.89,373.046463,3004.170307,186.316303
13.9,370.601685,2719.872233,184.513618
13.91,368.917544,2912.378759,184.798575
13.93,371.831146,3131.584816,184.943885
13.94,372.052543,3021.194779,185.906267
13.95,376.148991,2841.765649,185.456200
13.96,371.373135,2986.647406,187.243091
13.98,363.074058,3256.578131,191.536845
13.99,376.935670,2819.606572,185.404470
14,377.768381,2516.750426,185.606830
14.01,385.337881,2372.792055,189.766827
14.63,337.390869,2552.805116,185.247013
14.64,336.236315,2439.981765,202.912992
14.65,300.542676,2452.383169,202.341096
14.66,259.813844,2478.713975,206.309511
14.68,232.550865,2463.083700,226.442155
14.69,548.154599,2069.517263,244.586017
14.7,880.721459,2030.896121,258.800360
14.71,946.987714,2145.633315,269.734182
14.73,951.842165,2277.568077,283.005246
14.74,965.856561,2330.370078,286.273731
14.75,992.929990,2279.593492,288.265691
14.76,1055.261368,2113.877773,291.158211
14.78,1139.096130,1961.018683,301.116357
14.79,1142.556035,1918.312536,307.841214
14.8,1159.886410,1922.968369,312.547505
14.81,1161.606963,1928.761783,317.165064
14.83,1124.633037,1974.147774,326.473228
14.84,1179.179005,2015.733097,329.370909
14.85,1208.628438,2024.036750,331.732927
14.86,1156.127850,1964.838011,334.706711
14.88,1079.408904,1954.778688,333.994861
14.89,989.242372,1977.774418,333.425817
14.9,909.487349,1985.811813,332.006610
14.91,832.356983,1984.364246,332.075147
14.93,789.911884,1918.225190,331.083443
14.94,765.525707,1868.906359,330.173968
14.95,745.418936,1856.246644,329.452806
14.96,767.609398,1978.472041,329.606750
14.98,761.069336,2221.800207,330.255432
14.99,573.591230,2254.708963,331.744938
15.15,148.518087,2386.084155,259.186558
15.16,282.483287,2441.134165,265.450764
15.18,284.285345,2423.657279,267.266343
15.19,281.380062,2407.397420,269.213112
15.2,285.216548,2393.425968,268.347251
15.21,286.909396,2470.605328,269.876962
15.23,288.484037,2506.481626,271.623154
15.24,296.370309,2489.245713,273.697491
15.25,301.254542,2493.491251,275.024680
15.26,298.299005,2513.520586,277.442559
15.28,294.072498,2519.320960,280.383500
15.29,259.198854,2504.628589,278.591677
15.3,266.176373,2500.979928,280.029422
15.31,263.396365,2492.455807,278.956384
15.33,175.163526,2455.626363,278.264105
15.36,230.971895,1856.021945,281.350594
15.38,725.323921,1867.276420,284.659086
15.39,895.015200,2066.508324,283.246465
15.4,952.922968,2248.047286,281.330498
15.41,990.149380,2240.035527,280.298735
15.43,1012.475963,2103.479956,279.091447
15.44,998.482035,2088.035940,277.910741
15.45,986.880667,2112.365076,277.460864
15.46,998.164873,2171.727473,277.828680
15.48,987.911849,2283.897657,277.134927
15.49,963.535217,2309.427929,276.761644
15.51,976.978321,2423.374311,276.452506
15.53,965.968542,2515.388668,275.739738
15.54,981.297306,2702.357267,276.652775
15.55,1009.573857,2647.663220,276.576050
15.56,1084.515151,2582.968428,279.418892
15.58,1113.514116,2050.290143,284.646346
15.59,1011.543508,2045.247907,285.638502
15.6,1072.759793,2113.544002,285.431323
15.61,1099.951085,2190.740082,286.015975
15.63,1004.288620,2394.816803,280.485042
15.64,934.675932,2464.219830,276.986805
15.65,932.235175,2405.818264,274.698325
15.66,924.551818,2383.989583,274.069251
15.68,911.544072,2348.199668,274.953941
15.69,899.042884,2371.529057,274.820477
15.7,887.018653,2445.886308,275.791806
15.71,904.841234,2399.070127,277.700070
15.73,944.088901,2267.545542,281.544313
15.74,964.169506,2300.062317,283.556610
15.75,930.413845,2333.881894,283.207773
15.76,918.068513,2337.227577,283.200401
15.78,925.298438,2365.944130,281.560525
15.79,949.244986,2323.141682,279.186283
15.8,943.500915,2310.379193,276.017384
15.81,904.611092,2338.519235,273.607060
15.83,905.884768,2346.112311,270.830185
15.84,901.211818,2253.491929,270.150999
15.85,894.046660,2212.951723,270.739689
15.86,933.607769,2284.017415,272.285491
15.88,963.087150,2327.489430,277.399019
15.89,987.131281,2223.931597,280.702752
15.9,984.084374,2095.491832,283.777360
15.91,964.264711,2057.215861,286.592227
15.93,957.681785,2112.922860,289.542244
15.94,944.320943,2222.019936,288.205475
15.95,972.131668,2257.426549,285.756339
15.96,989.598469,2347.030434,282.431570
15.98,915.335424,2420.645132,275.816064
15.99,881.127140,2437.015834,274.659100
16,876.084624,2393.066006,273.453183
16.01,878.210938,2374.695772,274.155438
16.03,903.250207,2338.658586,277.837632
16.04,977.348744,2204.666879,283.088730
16.05,993.729958,1947.954188,286.730815
16.06,918.030296,1872.440337,285.916257
16.08,914.662594,1867.019525,287.539699
16.09,922.031747,1993.265014,288.945057
16.1,899.076048,2127.550472,289.538298
16.11,879.082696,2149.433202,288.848422
16.13,892.826712,2167.456247,274.021293
16.14,917.531807,2121.070333,272.120378
16.15,889.431651,2074.835335,271.798529
16.16,879.821554,2040.404871,272.368019
16.18,866.343405,2031.414757,274.537118
16.19,839.505277,2078.674978,276.380301
16.2,844.591207,2129.179940,276.101037
16.21,881.279289,2067.072685,274.594891
16.23,901.761165,1997.931553,272.428431
16.24,899.533418,1968.570934,266.976990
16.25,841.746855,2020.327895,260.906726
16.26,828.968284,2015.656495,255.159374
16.28,848.157114,2054.581848,246.988366
16.29,852.731060,2104.680537,246.035526
16.3,845.100342,2127.009099,246.682039
16.31,838.162881,2209.990925,247.925418
16.33,854.406756,2226.225960,246.383679
16.34,863.671973,2186.592827,245.419365
16.35,842.678323,2119.796160,245.622698
16.36,830.844763,2129.437663,246.259142
16.38,837.604729,2150.064058,245.040379
16.39,850.742839,2183.782305,244.148036
16.4,874.426058,2182.784679,242.459807
16.41,882.400407,2188.264381,242.243113
